SMILES,InChI,LogS,LogVP,Sol,RB,MW
Clc1cccc([n]1)C(Cl)(Cl)Cl,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",-3.761,-2.3188,-3.8503634314133115,0,228.901959816
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,-2.885,-5.191,-8.955592344945586,3,213.002184816
[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",-1.256,-6.1249,-12.446385574360201,3,228.997099436
Brc1ccc(Br)cc1,InChI=1S/C6H4Br2/c7-5-1-2-6(8)4-3-5/h1-4H,-4.072,-1.2403,-1.9577975130116543,0,233.867974328
Brc1cc(Br)ccc1,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,-3.543,-0.5709,-1.766565951339403,0,233.867974328
Clc1ccc(Br)cc1,InChI=1S/C6H4BrCl/c7-5-1-3-6(8)4-2-5/h1-4H,-3.63,-0.5884,-1.671903604215319,0,189.918489908
Clc1ccc(Cl)cc1,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,-3.257,0.2405,-1.050945848044526,0,145.969005488
Clc1cc(Cl)ccc1,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,-3.07,0.3324,-1.1804766280661159,0,145.969005488
Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,-2.974,0.1335,-1.582144630467446,0,145.969005488
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,"InChI=1S/C6H4Cl2N2O2/c7-4-1-3(10(11)12)2-5(8)6(4)9/h1-2H,9H2",-4.471,-5.9208,-7.789406710303268,1,205.964982728
Oc1cc(Cl)ccc1Cl,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",-1.911,-1.2503,-4.914804068499239,0,161.963920108
Oc1ccc(Cl)cc1Cl,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",-1.559,-1.0458,-5.115706172107907,0,161.963920108
Oc1cc(Cl)cc(Cl)c1,"InChI=1S/C6H4Cl2O/c7-4-1-5(8)3-6(9)2-4/h1-3,9H",-1.559,-2.0747,-6.517117523992373,0,161.963920108
Oc1c(Cl)cccc1Cl,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",-1.933,-1.4815,-5.199744543583534,0,161.963920108
Oc1cccc(Cl)c1Cl,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H",-1.656,-1.2366,-5.24346628952142,0,161.963920108
Clc1ccc(I)cc1,InChI=1S/C6H4ClI/c7-5-1-3-6(8)4-2-5/h1-4H,-4.076,-1.2299,-1.9381840195068085,0,237.904625808
[O-][N+](=O)c1ccc(Cl)cc1,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,-2.845,-1.6596,-4.200137398916404,1,156.993056048
[O-][N+](=O)c1cccc(Cl)c1,InChI=1S/C6H4ClNO2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,-2.761,-1.0132,-3.434121513699353,1,156.993056048
[O-][N+](=O)c1ccccc1Cl,InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,-2.896,-1.7399,-4.240045410006126,1,156.993056048
Fc1ccc(F)cc1,InChI=1S/C6H4F2/c7-5-1-2-6(8)4-3-5/h1-4H,-1.971,1.8076,-0.6680741102520069,0,114.028106568
Fc1cc(F)ccc1,InChI=1S/C6H4F2/c7-5-2-1-3-6(8)4-5/h1-4H,-2.0,1.9178,-0.4784770063718271,0,114.028106568
Fc1ccccc1F,InChI=1S/C6H4F2/c7-5-3-1-2-4-6(5)8/h1-4H,-2.0,1.7275,-0.7376747712310101,0,114.028106568
[O-][N+](=O)c1ccc(F)cc1O,"InChI=1S/C6H4FNO3/c7-4-1-2-5(8(10)11)6(9)3-4/h1-3,9H",-2.05,-1.6402,-5.256541951857984,1,157.017521208
[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,InChI=1S/C6H4N2O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,-2.499,-3.0458,-6.559477221770201,2,168.017106608
[O-][N+](=O)c1ccccc1[N+]([O-])=O,InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,-3.102,-4.342,-7.503649006322938,2,168.017106608
[O-][N+](=O)c1cc(ccc1O)[N+]([O-])=O,"InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H",-1.819,-3.4089,-7.980229657527502,2,184.012021228
[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,"InChI=1S/C6H4N2O5/c9-6-3-4(7(10)11)1-2-5(6)8(12)13/h1-3,9H",-2.68,-3.9136,-7.494931898098564,2,184.012021228
O=C1C=CC(=O)C=C1,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,-0.989,-1.0458,-5.892073623341404,0,108.021129368
Brc1ccccc1,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,-2.547,0.6214,-1.4991958975198674,0,155.95746226
Oc1ccc(Br)cc1,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-1.092,-1.93,-6.9561056459793145,0,171.95237688
Clc1ccccc1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,-2.354,1.0781,-1.1400237977123702,0,112.00797784
Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",-3.246,-2.1993,-4.389053478716555,0,160.97990452
Oc1ccc(Cl)cc1,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-0.729,-1.0506,-6.252743976124967,0,128.00289246
Oc1cc(Cl)ccc1,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",-0.694,-0.9024,-6.098560124406314,0,128.00289246
Oc1ccccc1Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-1.056,0.4031,-3.8273448175083193,0,128.00289246
Fc1ccccc1,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,-1.795,1.8876,-0.7988307336176491,0,96.03752838
Ic1ccccc1,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,-2.778,0.0253,-1.9964796807573237,0,203.94359816
[O-][N+](=O)c1ccccc1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,-1.77,-0.6108,-4.235823060709943,1,123.0320284
[O-][N+](=O)c1ccc(O)cc1,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",-1.079,-4.0092,-9.805782806454268,1,139.02694302
[O-][N+](=O)c1ccccc1O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",-1.745,-0.9469,-4.727658651307165,1,139.02694302
c1ccccc1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,-1.64,1.9768,-0.8884535025495156,0,78.046950192
Nc1ccc(Cl)cc1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",-1.515,-1.5686,-5.887715069229218,0,127.01887687199999
Nc1cc(Cl)ccc1,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",-1.373,-1.1805,-5.552515017038755,0,127.01887687199999
Nc1ccccc1Cl,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",-1.194,-0.6904,-5.128781834444471,0,127.01887687199999
Nc1ccc(cc1)[N+]([O-])=O,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2",-2.278,-5.4949,-10.196282013943117,1,138.042927432
Nc1cc(ccc1)[N+]([O-])=O,"InChI=1S/C6H6N2O2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,7H2",-2.061,-4.0195,-8.482280609325166,1,138.042927432
Nc1ccccc1[N+]([O-])=O,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",-1.973,-2.5575,-6.610826437404415,1,138.042927432
Oc1ccccc1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",-0.056,-0.4559,-6.359392347057568,0,94.041864812
Oc1ccc(O)cc1,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",-0.184,-4.6198,-11.85648251623875,0,110.036779432
Oc1cc(O)ccc1,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",0.814,-3.3107,-11.432749333644466,0,110.036779432
Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",0.622,-2.4365,-9.980533585389807,0,110.036779432
Oc1c(O)cccc1O,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",0.604,-3.3197,-11.158977653472656,0,126.031694052
Sc1ccccc1,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H",-2.12,0.2856,-2.538166234012695,0,110.019021192
Cc1cc[n]cc1,"InChI=1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3",1.031,0.7612,-6.1821898814339225,0,93.057849224
Cc1c[n]ccc1,"InChI=1S/C6H7N/c1-6-3-2-4-7-5-6/h2-5H,1H3",1.031,0.7818,-6.154131689336712,0,93.057849224
Cc1cccc[n]1,"InChI=1S/C6H7N/c1-6-4-2-3-5-7-6/h2-5H,1H3",1.031,1.0492,-5.7899200113369975,0,93.057849224
Nc1ccccc1,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",-0.413,-0.3098,-5.674145917732002,0,93.057849224
Nc1ccc(O)cc1,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",-0.834,-4.3979,-10.66891272548351,0,109.052763844
C1C=CCC=C1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",-2.059,1.8236,-0.5264211016058951,0,80.062600256
Nc1cc(N)ccc1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",0.343,-2.6799,-9.932044670891715,0,108.06874825599999
Nc1ccccc1N,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",-0.428,-2.6861,-8.89035023807877,0,108.06874825599999
N#CCCCCC#N,InChI=1S/C6H8N2/c7-5-3-1-2-4-6-8/h1-4H2,-0.131,-3.1681,-9.951385754764551,3,108.06874825599999
NNc1ccccc1,"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",0.07,-1.585,-8.068898992747327,1,108.06874825599999
COC(=O)/C=C\C(=O)OC,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3-",-0.256,-0.5229,-6.1782399417697516,2,144.042258736
OC(=O)C(O)(CC(O)=O)CC(O)=O,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",0.489,-7.7799,-17.07734931856001,5,192.027002596
CCc1ccc[s]1,"InChI=1S/C6H8S/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",-2.585,1.05,-0.8636642260364462,1,112.034671256
[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C6HCl4NO2/c7-2-1-3(8)5(10)6(4(2)9)11(12)13/h1H,-5.096,-2.7447,-2.612125449103886,1,258.87613899200005
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,-5.479,-2.9957,-2.4323350919761295,0,247.852088432
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,-4.279,-3.9586,-5.378309057367238,0,263.847003052
CCCCCC#C,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3",-3.01,1.7202,0.628050918859916,3,96.093900384
CC1CCCCC=1,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",-3.267,1.48865,0.6627150445334117,0,96.093900384
CCNc1[n]c(Cl)[n]c(NCC)[n]1,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-4.549,-7.6556,-10.046048101888635,4,201.07812306399998
CC1CC(=O)CCC1,"InChI=1S/C7H12O/c1-6-3-2-4-7(8)5-6/h6H,2-5H2,1H3",-1.874,0.1761,-3.022374354913587,0,112.088815004
CCCCOC(=O)C=C,"InChI=1S/C7H12O2/c1-3-5-6-9-7(8)4-2/h4H,2-3,5-6H2,1H3",-1.807,0.7366,-2.350203587924585,4,128.083729624
CC(C)COC(=O)C=C,"InChI=1S/C7H12O2/c1-4-7(8)9-5-6(2)3/h4,6H,1,5H2,2-3H3",-1.853,0.9069,-2.0555925709038743,3,128.083729624
CCOC(=O)CC(=O)OCC,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",-0.839,-0.5702,-5.44859074242627,4,160.073558864
OC(=O)CCCCCC(O)=O,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",-0.506,-7.0458,-14.722231845002398,6,160.073558864
CNC(=O)ON=C(SC)C(=O)N(C)C,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",0.106,-3.6383,-10.914626213558112,1,219.067762276
C1CCCCCC1,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,-3.515,1.3345,0.7905432643549276,0,98.109550448
CC=CCCCC,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3",-3.816,1.6848,1.677645231001203,3,98.109550448
CCCCCC=C,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",-3.732,1.7731,1.6835020380894559,4,98.109550448
CC1CCCCC1,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",-3.788,1.6628,1.6095428229982645,0,98.109550448
CNC(=O)ON=CC(C)(C)SC,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)",-1.499,-4.4597,-9.847325275336061,3,190.077598688
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,"InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+",-1.347,-4.0458,-9.49060486221667,3,222.067427928
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+",0.651,-5.6615,-14.41263829822104,5,223.060959178
CCCCCCC=O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",-1.961,0.5465,-2.3993735265027065,5,114.104465068
CCCCCC(C)=O,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-1.424,0.586,-3.076992486131944,4,114.104465068
CCCCC(=O)CC,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",-0.902,0.415,-4.02089186105267,4,114.104465068
CCCC(=O)CCC,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",-1.552,0.7868,-2.6291510511046208,4,114.104465068
CC(C)C(=O)C(C)C,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",-1.302,1.1278,-2.505204668539273,2,114.104465068
CC(C)CCC(C)=O,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",-1.325,0.7612,-2.9732044163354656,3,114.104465068
CCCCCCC(O)=O,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",-1.664,-1.9706,-6.232313253724086,5,130.099379688
CCCCOCC1CO1,"InChI=1S/C7H14O2/c1-2-3-4-8-5-7-6-9-7/h7H,2-6H2,1H3",-0.814,0.5051,-4.018031559916547,5,130.099379688
CCCCCC(=O)OC,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",-1.991,0.5703,-2.3260953354915457,4,130.099379688
CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",-1.877,0.5441,-2.5170544875317837,4,130.099379688
CCCCC(=O)OCC,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",-1.77,0.6812,-2.476056837914015,4,130.099379688
CCCCOC(=O)CC,"InChI=1S/C7H14O2/c1-3-5-6-9-7(8)4-2/h3-6H2,1-2H3",-1.938,0.6451,-2.2964026856022643,4,130.099379688
CCCOC(=O)CCC,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",-1.905,0.7749,-2.1645564237085746,4,130.099379688
CCOC(=O)CC(C)C,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",-1.652,0.9191,-2.312747263522969,3,130.099379688
CC(C)CCOC(C)=O,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",-1.814,0.7482,-2.3248694921474926,3,130.099379688
CCCCOC(=O)C(C)O,"InChI=1S/C7H14O3/c1-3-4-5-10-7(9)6(2)8/h6,8H,3-5H2,1-2H3",-0.563,-0.3979,-5.589835136624364,4,146.094294308
CCCCCCCBr,"InChI=1S/C7H15Br/c1-2-3-4-5-6-7-8/h2-7H2,1H3",-4.431,0.1048,0.36326875654449126,5,178.03571258
CCCCCCCCl,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3",-3.996,0.4509,0.24218267511526778,5,134.08622816
CCCCCCCI,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",-4.81,-0.3507,0.25907207229999535,5,226.02184848
CC(CC)(CC)OC(N)=O,"InChI=1S/C7H15NO2/c1-4-7(3,5-2)10-6(8)9/h4-5H2,1-3H3,(H2,8,9)",-1.56,-0.1549,-3.900895418151492,3,145.11027872
CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",-4.469,1.6628,2.537097619998286,4,100.12520051199999
CCCCC(C)C,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",-4.596,1.8195,2.923510683006957,3,100.12520051199999
CCC(C)CCC,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3",-4.306,1.7889,2.4868380428921166,3,100.12520051199999
CCCC(C)(C)C,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3",-4.357,2.0212,2.8727062866367654,1,100.12520051199999
CC(C)(CC)CC,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3",-4.229,1.9175,2.5571197279511493,2,100.12520051199999
CC(C)C(C)CC,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3",-4.281,1.8382,2.5199358131815437,2,100.12520051199999
CC(C)CC(C)C,"InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",-4.261,1.8998,2.57659701663999,2,100.12520051199999
CC(OP(C)(=O)F)C(C)(C)C,"InChI=1S/C7H16FO2P/c1-6(7(2,3)4)10-11(5,8)9/h6H,1-5H3",-0.938,-0.3979,-5.079067076602326,2,182.087194602
CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",-1.842,-0.6651,-4.211714808276904,5,116.120115132
CCCCCC(C)O,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-1.551,0.0899,-3.5797244620096347,4,116.120115132
CCCC(O)CCC,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",-1.393,-0.0048,-3.9239140320564863,4,116.120115132
CCCCC(C)(C)O,"InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3",-1.078,0.3168,-3.914924514200097,3,116.120115132
CC(C)C(O)CCC,"InChI=1S/C7H16O/c1-4-5-7(8)6(2)3/h6-8H,4-5H2,1-3H3",-1.32,0.129,-3.841101503924912,3,116.120115132
CC[C@@](C)(O)CCC,"InChI=1S/C7H16O/c1-4-6-7(3,8)5-2/h8H,4-6H2,1-3H3/t7-/m1/s1",-1.001,0.2914,-4.054398245790115,3,116.120115132
CC(C)C(O)C(C)C,"InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3",-1.22,0.4768,-3.50358596986235,2,116.120115132
CC(C)CCC(C)O,"InChI=1S/C7H16O/c1-6(2)4-5-7(3)8/h6-8H,4-5H2,1-3H3",-1.38,0.3073,-3.5165254273829087,3,116.120115132
CCSCSP(=S)(OCC)OCC,"InChI=1S/C7H17O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h4-7H2,1-3H3",-3.717,-3.1952,-5.103992557931402,8,260.012829414
CP(=O)(OC(C)C)OC(C)C,"InChI=1S/C7H17O3P/c1-6(2)9-11(5,8)10-7(3)4/h6-7H,1-5H3",-0.052,-0.5575,-6.503224632759775,4,180.09153103399998
N#Cc1cc(Br)c(O)c(Br)c1,"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",-3.328,-7.3261,-11.260314036581027,0,274.85813791600003
N#Cc1c(Cl)cccc1Cl,InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,-3.98,-3.1805,-4.725751783883082,0,170.964254456
OC(=O)c1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H3Cl3O2/c8-3-1-2-4(9)6(10)5(3)7(11)12/h1-2H,(H,11,12)",-1.467,-3.2596,-8.256316819571413,1,223.919862376
OC(=O)COc1[n]c(Cl)c(Cl)cc1Cl,"InChI=1S/C7H4Cl3NO3/c8-3-1-4(9)7(11-6(3)10)14-2-5(12)13/h1H,2H2,(H,12,13)",-2.766,-5.8996,-10.082823402210222,3,254.925676028
OC(=O)c1cccc(Br)c1,"InChI=1S/C7H5BrO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",-2.699,-4.0427,-7.644893400521033,1,199.9472915
OC(=O)c1ccc(Br)cc1,"InChI=1S/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",-3.525,-5.0021,-7.826590625072873,1,199.9472915
NC(=S)c1c(Cl)cccc1Cl,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",-2.336,-6.0,-10.805253746305393,1,204.95197552
ClC(Cl)(Cl)c1ccccc1,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",-3.567,-0.3833,-1.4783565606709672,0,193.9456832
COc1c(O)cc(Cl)c(Cl)c1Cl,"InChI=1S/C7H5Cl3O2/c1-12-7-4(11)2-3(8)5(9)6(7)10/h2,11H,1H3",-4.398,-3.0458,-3.972947765818601,1,225.93551244
OC(=O)c1ccccc1Cl,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",-1.875,-3.1805,-7.592863160806788,1,155.99780708
FC(F)(F)c1ccccc1,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",-2.511,1.5892,-0.2300394219771068,0,146.03433482
N#Cc1ccccc1,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,-1.712,-0.1146,-3.638973556972191,0,103.04219916
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3",-3.242,-5.0958,-8.339674166967011,3,227.01783488
[O-][N+](=O)c1cccc(c1)C=O,InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H,-1.967,-2.1398,-6.050071209908222,2,151.02694302
[O-][N+](=O)c1ccccc1C=O,InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,-1.814,-1.7471,-5.723588265942136,2,151.02694302
[O-][N+](=O)c1cc(ccc1O)C=O,"InChI=1S/C7H5NO4/c9-4-5-1-2-7(10)6(3-5)8(11)12/h1-4,10H",-2.949,-3.0491,-5.95105030867195,2,167.02185764
Cc1cc(Cl)c(Cl)cc1,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)7(9)4-5/h2-4H,1H3",-3.792,-0.5017,-1.3331622268087044,0,159.984655552
ClC(Cl)c1ccccc1,"InChI=1S/C7H6Cl2/c8-7(9)6-4-2-1-3-5-6/h1-5,7H",-2.809,-0.3279,-2.435331597928258,1,159.984655552
Cc1cc(O)c(cc1Cl)[N+]([O-])=O,"InChI=1S/C7H6ClNO3/c1-4-2-7(10)6(9(11)12)3-5(4)8/h2-3,10H,1H3",-4.39,-3.0691,-4.015579873228441,1,187.003620732
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",-2.829,-3.8327,-7.181797026101053,2,182.032756672
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-6(8(10)11)3-2-4-7(5)9(12)13/h2-4H,1H3",-3.0,-3.2464,-6.150317954488548,2,182.032756672
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)3-6(7(4)10)9(13)14/h2-3,10H,1H3",-3.0,-3.9208,-7.068883233632181,2,198.027671292
O=Cc1ccccc1,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,-1.208,0.1038,-4.027974511484976,1,106.041864812
Oc1ccc(C=O)cc1,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",-0.976,-3.9481,-9.862852624360732,1,122.036779432
OC(=O)c1ccccc1,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",-1.655,-3.1549,-7.857645323122212,1,122.036779432
Oc1ccc(cc1)C(O)=O,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",-1.441,-6.7167,-13.000466765872108,1,138.031694052
