SMILES,InChI,LogS,LogVP,Sol,RB,MW
OC(=O)CS,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",1.036,-1.0615,-8.671605303573333,1,91.993200368
CCBr,"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",-1.086,2.6693,-0.6998098323813767,0,107.95746226
CCCl,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",-1.055,3.0035,-0.28683683025155843,0,64.00797784
OCCCl,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",1.094,0.8561,-6.138740545128048,1,80.00289246
OCCF,"InChI=1S/C2H5FO/c3-1-2-4/h4H,1-2H2",1.193,1.3284,-5.630287966978109,1,64.032443
CCI,"InChI=1S/C2H5I/c1-2-3/h2H2,1H3",-1.601,2.1327,-0.7292300726386461,0,155.94359816
CC(N)=O,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",1.581,-1.3979,-9.87211455184913,0,59.03711378
CC[N+]([O-])=O,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",-0.203,1.3189,-3.7418081930566283,1,75.0320284
CN(C)N=O,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,1.13,0.4314,-6.766236132467122,1,74.048012812
CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1.337,1.7728,-5.221128699696456,0,46.041864812
COC,InChI=1S/C2H6O/c1-3-2/h1-2H3,0.884,3.6484,-2.04946335418361,0,46.041864812
OCCO,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",1.207,-1.0362,-8.870055720493896,1,62.036779432
COS(=O)(=O)OC,"InChI=1S/C2H6O4S/c1-5-7(3,4)6-2/h1-2H3",-0.654,-0.1694,-5.154660749485588,2,125.99867967200001
CS(C)=O,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,1.107,-0.2147,-7.61492834099974,0,78.013935812
CCS,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",-0.6,2.7237,-1.2876698182627404,0,62.019021192
CSC,InChI=1S/C2H6S/c1-3-2/h1-2H3,-0.994,2.701,-0.78194133643292,0,62.019021192
CCN,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",1.346,3.0204,-3.5340958486476666,0,45.057849223999995
CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",1.558,3.1818,-3.6030154855466403,0,45.057849223999995
NCCO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",1.214,-0.3936,-8.004337909960542,1,61.052763844
CN(C)N,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",1.221,2.2122,-4.4646471515998165,0,60.06874825599999
COP(N)(=O)SC,"InChI=1S/C2H8NO2PS/c1-5-6(3,4)7-2/h1-2H3,(H2,3,4)",0.85,-4.4522,-13.036561042113666,2,141.001336126
FC(F)(F)C(Cl)Br,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",-1.704,2.48,-0.11589978616418252,0,195.890224472
ClC=C(Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,-2.077,1.8388,-0.4812011026919438,0,129.914383072
O=CC(Cl)(Cl)Cl,"InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H",-0.691,1.699,-2.5594141853096124,0,145.909297692
OC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",0.519,-1.2218,-8.18576272488037,0,161.904212312
ClC(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",-2.625,0.5441,-1.498242463807826,0,199.852088432
FC(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",-4.518,3.8216,5.544227547776032,0,187.98722576
N#CCC#N,InChI=1S/C3H2N2/c4-2-1-3-5/h1H2,0.304,-0.6981,-7.179617749044958,0,66.021798064
C=CC#N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",0.147,2.0354,-3.24261754239509,0,53.026549096
C=C(Cl)CCl,InChI=1S/C3H4Cl2/c1-3(5)2-4/h1-2H2,-1.713,1.7864,-1.0483579565404153,1,109.969005488
CC(Cl)(Cl)C(O)=O,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",0.545,-0.821,-7.675267074490344,1,141.958834728
C#CCO,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",1.251,1.1931,-5.893571876317469,0,56.026214748
C=CC=O,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",0.578,2.4379,-3.281435914956765,1,56.026214748
OC(=O)CC(O)=O,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",0.865,-2.8239,-10.839168745490856,2,104.01095860800001
ClCC(Br)CBr,"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",-2.374,-0.2366,-2.9034675505404564,2,233.84465204
C=CCCl,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2",-1.884,2.5657,0.24599640996343192,1,76.00797784
ClCC1CO1,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",-0.147,1.2159,-3.9583738505059727,1,92.00289246
CCC#N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",0.272,1.6757,-3.9028022855755746,0,55.042199159999996
[O-][N+](=O)OC(CO[N+]([O-])=O)CO[N+]([O-])=O,"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2",-2.216,-3.3979,-7.4245140082235235,8,227.00257874
C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",0.954,-2.1549,-10.04918081265677,1,71.03711378
CC(Br)CBr,"InChI=1S/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3",-2.141,0.8944,-1.6803483028076835,1,199.883624392
BrCCCBr,InChI=1S/C3H6Br2/c4-2-1-3-5/h1-3H2,-2.075,0.1335,-2.8066259263602777,2,199.883624392
ClCCCBr,InChI=1S/C3H6BrCl/c4-2-1-3-5/h1-3H2,-1.847,0.8062,-2.200923109582144,2,155.934139972
[O-][N+](=O)C(Br)(CO)CO,"InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2",0.097,-4.8996,-12.620319124399709,3,198.948019772
CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",-1.606,1.7267,-1.2754113848222117,1,111.98465555199999
ClCCCCl,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,-1.614,1.2591,-1.9014087191852207,2,111.98465555199999
OC(CCl)CCl,"InChI=1S/C3H6Cl2O/c4-1-3(6)2-5/h3,6H,1-2H2",-0.115,-0.1249,-5.828193564634648,2,127.979570172
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,InChI=1S/C3H6N6O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H2,-3.571,-8.3872,-12.374605636325104,3,222.034881912
C=CCO,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",1.236,1.4166,-5.568723390143454,1,58.041864812
CCC=O,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",0.722,2.5008,-3.3918980207375307,1,58.041864812
CC(C)=O,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,1.236,2.3646,-4.277501734407742,0,58.041864812
CC1CO1,"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",1.007,2.7308,-3.4668106695407634,0,58.041864812
CCC(O)=O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",1.13,0.5478,-6.607693726636282,1,74.036779432
C1OCCO1,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,1.13,1.8976,-4.769201120188957,0,74.036779432
CCOC=O,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",0.076,2.3885,-2.6649729177141666,2,74.036779432
COC(C)=O,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0.516,2.3349,-3.3372798895191744,0,74.036779432
CC(O)C(O)=O,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",1.045,-1.0899,-8.722545904759528,1,90.031694052
C1OCOCO1,InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2,0.288,1.2435,-4.513272270913914,0,90.031694052
CCCBr,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",-1.701,2.0445,-0.713157904349952,1,121.973112324
CC(C)Br,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",-1.631,2.3354,-0.41228146579297104,0,121.973112324
OCCCBr,"InChI=1S/C3H7BrO/c4-2-1-3-5/h5H,1-3H2",0.009,-1.0,-7.189015881349364,2,137.968026944
CCCCl,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",-1.461,2.5372,-0.36896833430310194,1,78.023627904
CC(C)Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-1.404,2.7118,-0.20879147068019066,0,78.023627904
CCCI,"InChI=1S/C3H7I/c1-2-3-4/h2-3H2,1H3",-2.201,1.6344,-0.590709774760669,1,169.959248224
CC(C)I,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",-2.084,1.6343,-0.750205614303551,0,169.959248224
C=CCN,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2",1.243,2.3838,-4.260884746855025,1,57.057849223999995
CNC(C)=O,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",1.136,-0.3565,-7.847566166737777,0,73.052763844
CN(C)C=O,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",1.136,0.5877,-6.561520294010288,1,73.052763844
CCC[N+]([O-])=O,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3",-0.774,1.0043,-3.3925790448175603,2,89.047678464
CCOC(N)=O,"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",0.731,-0.5815,-7.6023974979272,1,89.047678464
CC(C)[N+]([O-])=O,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",-0.615,1.2358,-3.293830553213299,1,89.047678464
CCCO,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",1.221,1.322,-5.677142423684131,1,60.057514876
CC(C)O,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",1.221,1.6572,-5.220583880432433,0,60.057514876
CC(O)CO,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",1.119,-0.8894,-8.550246812512096,1,76.052429496
COCOC,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",0.506,2.5993,-2.9635338743990487,2,76.052429496
COCCO,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",1.119,0.9777,-6.007166692866371,2,76.052429496
OC(CO)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",1.036,-3.7747,-12.367114371444783,2,92.047344116
CCOS(C)(=O)=O,"InChI=1S/C3H8O3S/c1-3-6-7(2,4)5/h3H2,1-2H3",0.402,-0.6861,-7.296753890810012,2,124.019415116
OCC(S)CS,"InChI=1S/C3H8OS2/c4-1-3(6)2-5/h3-6H,1-2H2",-0.155,-2.301,-8.737664639336183,2,124.001656876
CCCN,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",1.228,2.4914,-4.09389764243182,1,59.073499287999994
CC(C)N,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",1.228,2.7631,-3.7238291573438524,0,59.073499287999994
CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,1.178,3.206,-3.0524756192508864,0,59.073499287999994
CP(=O)(OC)OC,"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",0.906,-0.0168,-7.071607329952298,2,124.028930778
COP(=O)(OC)OC,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",0.553,-0.0706,-6.664082520462715,3,140.02384539800002
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10,-4.911,-0.6576,-0.021373643856104158,1,257.81311608
FC1(F)C(F)(F)C(F)(F)C1(F)F,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",-3.638,3.3701,3.730660422657783,0,199.98722576
CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",-2.978,3.2608,2.682836773124574,1,58.078250319999995
CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",-3.076,3.4168,3.0287970057795,0,58.078250319999995
C1CNCCN1,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",1.065,-0.7959,-8.349344708903429,0,86.08439831999999
CCN(CC)N=O,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",0.016,-0.0655,-5.925716212894858,3,102.07931294
COP(=O)(NC(C)=O)SC,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)",0.65,-5.7696,-14.558513656163333,3,183.01190081
CCCCO,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",-0.069,0.8261,-4.5955399797814644,2,74.07316494
CCC(C)O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.388,1.2632,-4.622644738166634,1,74.07316494
CCCOC,"InChI=1S/C4H10O/c1-3-4-5-2/h3-4H2,1-2H3",-0.386,2.6678,-1.6552866166626017,2,74.07316494
CCOCC,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",-0.089,2.7308,-1.9740058861163539,2,74.07316494
CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",0.059,1.0191,-4.507006849377644,1,74.07316494
COC(C)C,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3",-0.057,2.7817,-1.9482631758912432,1,74.07316494
CC(C)(C)O,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",1.13,1.6096,-5.161470990285882,0,74.07316494
CCOCCO,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",1.045,0.7251,-6.250428494252867,3,90.06807956
CC(O)C(C)O,"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",1.045,-0.677049999999999,-8.160224321879266,1,90.06807956
COCCOC,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",1.045,1.6812,-4.948174248420679,3,90.06807956
CCOS(=O)(=O)OCC,"InChI=1S/C4H10O4S/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3",-1.343,-0.6737,-4.903090454322735,4,154.0299798
CCCCS,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3",-2.179,1.6582,-0.5882580880725635,2,90.05032132
CCSCC,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",-1.46,1.7796,-1.4022180685236827,2,90.05032132
CCCCN,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",1.136,1.968,-4.681485218681172,2,73.08914935199999
CCC(C)N,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3",0.185,2.2497,-3.0024884517767294,1,73.08914935199999
CCNCC,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",1.136,2.3755,-4.126450593457224,2,73.08914935199999
CC(C)CN,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3",1.136,2.1399,-4.44734913996707,1,73.08914935199999
CC(C)(C)N,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",1.136,2.5705,-3.8608512022457644,0,73.08914935199999
OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",0.978,-3.5528,-11.985877091444332,4,105.078978592
C=CC#C,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",-1.464,3.131,0.44390200761997073,0,52.031300128
N#CCCC#N,InChI=1S/C4H4N2/c5-3-1-2-4-6/h1-2H2,0.204,-2.109,-8.965126682065996,1,80.037448128
O=C1C=CNC(=O)N1,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",-1.493,-4.3307,-9.67979335164883,0,112.027277368
c1ccco1,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,-0.833,2.7782,-0.896080972245845,0,68.026214748
c1ccc[s]1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,-1.446,1.9013,-1.255525481685354,0,84.003371128
CC=CC#N,"InChI=1S/C4H5N/c1-2-3-4-5/h2-3H,1H3",-0.429,1.50445,-3.1812572727844426,0,67.04219916
c1ccc[nH]1,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,-0.173,0.9222,-4.322994142953704,0,67.04219916
CC(=C)C#N,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3",-0.422,1.8525,-2.7167307477963996,0,67.04219916
CC1=CC(=O)NO1,"InChI=1S/C4H5NO2/c1-3-2-4(6)5-7-3/h2H,1H3,(H,5,6)",-0.067,-2.8633,-9.623404557822399,0,99.0320284
O=C1CCC(=O)N1,"InChI=1S/C4H5NO2/c6-3-1-2-4(7)5-3/h1-2H2,(H,5,6,7)",0.296,-4.1249,-11.836187998653875,0,99.0320284
C=CCN=C=S,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",-1.695,0.568,-2.732394301637076,2,99.01427016
CCC#C,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",-1.275,3.1504,0.2128986396740035,0,54.046950192
C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",-1.867,3.3237,1.2552740965669789,1,54.046950192
C/C=C/C=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+",0.33,1.4771,-4.252303843446655,1,70.041864812
C=COC=C,"InChI=1S/C4H6O/c1-3-5-4-2/h3-4H,1-2H2",-1.261,2.8261,-0.24788225287387763,2,70.041864812
CC(=C)C=O,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",-0.039,2.1903,-2.7782953246310558,1,70.041864812
CC=CC(O)=O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)",0.0,-0.542,-6.552939390601919,1,86.036779432
CC(=C)C(O)=O,"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)",0.014,-0.0044,-5.839770973995148,1,86.036779432
CC(=O)C(C)=O,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,0.366,1.7545,-3.9235054176084683,1,86.036779432
C1OC1C1CO1,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2",1.065,1.5911,-5.0981357508431495,1,86.036779432
COC(=O)C=C,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",-0.241,1.9373,-2.847759780794053,1,86.036779432
CC(=O)OC=C,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",-0.634,1.955,-2.288366601457917,1,86.036779432
O=C1CCCO1,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,1.065,-0.3468,-7.737648880221036,0,86.036779432
CC(=O)OC(C)=O,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,0.07,0.7076,-4.946267380996597,0,102.031694052
CC1COC(=O)O1,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",0.234,-1.3468,-7.967835019270968,0,102.031694052
OC(=O)CCC(O)=O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",-0.152,-6.719,-14.759279554955995,3,118.02660867200001
OC(=O)C(O)CC(O)=O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",0.873,-7.4841,-17.197481966277195,3,134.021523292
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,"InChI=1S/C4H7Br2Cl2O4P/c1-10-13(9,11-2)12-3(5)4(6,7)8/h3H,1-2H3",-2.28,-3.699,-7.747455626973458,5,377.78257489400005
CC=CCCl,"InChI=1S/C4H7Cl/c1-2-3-4-5/h2-3H,4H2,1H3",-1.957,1.8388,-0.6446468818989959,1,90.023627904
COP(=O)(OC=C(Cl)Cl)OC,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",-1.344,-1.8027,-6.439480778869023,4,219.945900694
CCCC#N,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",-0.321,1.29,-3.620449701995392,1,69.057849224
O=C1CCCN1,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",1.07,-2.0227,-10.027115632463818,0,85.052763844
CCC=C,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",-2.405,3.3522,2.02687437924027,1,56.062600255999996
CC(C)=C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",-2.329,3.3632,1.9383412488364509,0,56.062600255999996
CCCC(Cl)Cl,"InChI=1S/C4H8Cl2/c1-2-3-4(5)6/h4H,2-3H2,1H3",-2.4,1.3585,-0.6954512782691882,2,126.00030561599999
CC(Cl)C(C)Cl,"InChI=1S/C4H8Cl2/c1-3(5)4(2)6/h3-4H,1-2H3",-2.354,1.3874,-0.7187423018061933,1,126.00030561599999
ClCCOCCCl,InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,-0.92,0.1903,-4.3024272157368175,4,141.995220236
ClCCSCCCl,InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2,-2.363,-0.9586,-3.9018488518635333,4,157.972376616
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",-0.331,-5.1079,-12.321077143634795,3,255.92257840599999
O=NN1CCCC1,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,0.999,-1.2218,-8.83954584170858,1,100.063662876
CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",-0.007,2.0469,-3.0171985719053636,2,72.057514876
CCC1CO1,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",-0.086,2.2553,-2.625745930704474,1,72.057514876
C1CCCO1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,1.142,2.2101,-4.3599056480912965,0,72.057514876
CCC(C)=O,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",0.49,1.9571,-3.816448432227848,1,72.057514876
CCOC=C,"InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3",-0.858,2.7084,-0.9571007298164774,2,72.057514876
CC(C)C=O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",0.091,2.238,-2.8903918882038924,1,72.057514876
CCCC(O)=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",1.055,0.2175,-6.955424621899284,2,88.052429496
CCCOC=O,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",-0.603,1.9168,-2.382620334133984,3,88.052429496
C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,1.055,1.5808,-5.0985443652911675,0,88.052429496
CC(C)C(O)=O,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",0.278,0.2577,-5.842358865499259,1,88.052429496
CCC(=O)OC,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",-0.15,1.9245,-2.9891403798081533,1,88.052429496
CCOC(C)=O,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-0.042,1.9694,-3.075085618707861,1,88.052429496
CC(C)OC=O,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",-0.629,2.1399,-2.043334137463345,2,88.052429496
CCCCBr,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",-2.198,1.6229,-0.6104594730815214,2,135.988762388
CC(C)(C)Br,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",-2.359,2.1313,0.3012955652618179,0,135.988762388
CCCCCl,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",-1.925,2.0056,-0.4610427899230748,2,92.039277968
CCC(C)Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-1.966,2.1949,-0.14736309866154015,1,92.039277968
CCCCI,"InChI=1S/C4H9I/c1-2-3-4-5/h2-4H2,1H3",-2.96,1.1418,-0.22786014492101317,2,183.974898288
C1CCCN1,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",1.148,1.7972,-4.930467622339916,0,71.073499288
CCCC(N)=O,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",0.272,-2.4078,-9.464725947175552,2,87.068413908
C1COCCN1,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",1.06,1.0035,-5.891665008893387,0,87.068413908
CC(=O)N(C)C,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,1.06,0.301,-6.848503841334672,0,87.068413908
CCCC[N+]([O-])=O,"InChI=1S/C4H9NO2/c1-2-3-4-5(6)7/h2-4H2,1H3",-1.351,0.5786,-3.186501158200669,3,103.063328528
CCCOC(N)=O,"InChI=1S/C4H9NO2/c1-2-3-7-4(5)6/h2-3H2,1H3,(H2,5,6)",-0.13,-1.2573,-7.350146178684316,2,103.063328528
CCOC(=O)NC,"InChI=1S/C4H9NO2/c1-3-7-4(6)5-2/h3H2,1-2H3,(H,5,6)",0.826,-0.0435,-6.999010163021165,1,103.063328528
ClC1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,"InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8",-5.181,-1.2218,-0.4220882125453927,0,269.81311608
C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,-2.653,2.5022,1.2069213868848931,0,70.07825032
CCCC=C,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",-2.676,2.8026,1.6474077618478982,2,70.07825032
CCC(C)=C,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",-2.732,2.7853,1.7001190256421723,1,70.07825032
CC(C)C=C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",-2.732,2.9555,1.9319396224841745,1,70.07825032
CC=C(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",-2.56,2.6702,1.3090749988893002,0,70.07825032
CC(=NOC(=O)NC)SC,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)",-0.447,-5.2676,-12.380598648229363,1,162.04629856
